input,target,errors,,,,,,
Back in 2016 .. the group was given a granter of Big lottery Fund to purchase seasonal light and set up in 12 trees.,Back in 2016 the group was given a grant from the Big Lottery Fund to purchase seasonal lights and set them up on 12 trees.,"U:PUNCT, R:MORPH, R:PREP, M:DET, R:ORTH, R:NOUN:NUM, M:PRON, R:PREP",,,,,,
i like aha! I know what the round thing is.... it is an spanish mess kit... I found an illustration of one and is 9 inches wide which is about right for a item we see in the photo.,"aha! I know what the round (canteen looking) thing is.... it is a Spanish mess kit... I found an illustration of one and it is 9 inches wide, which is about right for the item we see in the photo.","U:OTHER, M:PUNCT, R:DET, R:ORTH, M:PRON, R:OTHER, R:DET",,,,,,
"Now with regard to brotherhood, I do not want to unaware.","Now in regard to spiritual gifts, brothers, I do not want you to be unaware.","R:PREP, M:OTHER, R:OTHER, M:PRON, M:VERB",,,,,,
How Laser Work (How Works Series).,How Lasers Work (How It Works Series).,"R:MORPH, M:PRON",,,,,,
"Concludes inviting everyone to “promote a journalism of peace.” He said that this does not mean being “saccharine” and refusing to acknowledge “the existence of serious problems.”, Pope says he wants to promote a “journalism that is truthful and opposed to falsehoods, rhetorical slogans, and sensational headlines”.","He concluded by inviting everyone to “promote a journalism of peace.” He said that this does not mean being “saccharine” and refusing to acknowledge “the existence of serious problems”. The pope says he wants to promote a “journalism that is truthful and opposed to falsehoods, rhetorical slogans, and sensational headlines”.","M:PRON, R:VERB:TENSE, M:PREP, R:NOUN, M:DET",,,,,,
"It may sound counterintuitive or even scare, but even if can’t pay, file your return on time or ask for an extension.","It may sound counterintuitive or even scary, but even if you can’t pay, file your return on time or ask for an extension.","R:OTHER, M:PRON",,,,,,
We guarantee exceed your expectations!,We guarantee to exceed your expectations!,M:VERB:FORM,,,,,,
Can I put my family and friends on my program to can as feel good as I do?,Can I put my family and friends on my program so they can feel as good as I do?,"R:PART, M:PRON, R:WO",,,,,,
To start the process of getting funding we would offer our services for a retainer / consultant,To start the process of getting funding we would offer you our services for a retainer / consultant.,"M:PRON, R:NOUN",,,,,,
Financial difficulties make Tarsila change of as her lifestyle.,Financial difficulties force Tarsila to change her lifestyle.,"R:VERB, M:VERB:FORM, U:PREP",,,,,,
Listen at 3pm & 8PM here: http://www.wqxr.org/#!/programs/balliett/ - It was a really fun intereiew with Doug and Brad and I got play bunch of my music for them and music of my colleagues.,Listen at 3pm & 8PM here: http://www.wqxr.org/#!/programs/balliett/ - It was a really fun interview with Doug and Brad and I got to play a bunch of my music for them and music of my colleagues.,"R:SPELL, M:VERB:FORM, M:DET",,,,,,
So Lemus and friends did best of the things to do to locals: points to rafters to the beach house on shore and unsuccessfully an d attempt to find battery away for GPS.,"So Lemus and his friends did what they thought was the next best thing to rescuing: They pointed the rafters toward the lighthouse on shore and tried, unsuccessfully, to find a battery for the GPS.","M:DET, R:OTHER, R:OTHER, M:ADJ, R:NOUN:NUM, U:VERB, R:OTHER, M:PRON, R:VERB:TENSE, R:OTHER, R:PREP, R:NOUN, M:NOUN, R:OTHER, U:OTHER, M:DET, U:ADV, M:DET",,,,,,
"Storage Drives. view shows all hard drivel and optical drivel in the system, their capacity, and how much free space they'll have.","Storage Drives. This view shows you all of the hard drives and optical drives on the system, their capacity, and how much free space they have.","M:DET, M:PRON, M:OTHER, R:NOUN, R:NOUN, R:PREP, R:OTHER",,,,,,
Thank you for your support and we look forward to seeing at Deepdale this season.,Thank you for your support and we look forward to seeing you at Deepdale this season!,"M:PRON, R:NOUN",,,,,,
"For more information about how they can help problem of your foot, please pick up one of its leaflets from the reception; or for appointments and enquiries please make telephone direct on 01354 651200.","For more information about how they can help treat your foot problems, please pick up one of their leaflets from the reception; or for appointments and enquiries please telephone them direct on 01354 651200.","R:OTHER, R:NOUN, R:DET, U:VERB, M:PRON",,,,,,
birthers seem fairly unaware that most people are well informed, intelligent and have insensitivity with them.,Birthers seem fairly unaware that most people who are well informed and intelligent disagree with them.,"R:ORTH, M:PRON, R:OTHER, R:WO, R:OTHER",,,,,
"Job Description: We are currently hire in your area forHost/Hostess.In addition to submitting your Snagajob.com application on line, we invite to come in and visit your local Luby's today!","Job Description: We are currently hiring in your area forHost/Hostess.In addition to submitting your Snagajob.com application online, we invite you to come in and visit your local Luby's today!","R:VERB:FORM, R:ORTH, M:PRON",,,,,,
"All it seems interesting to see the store what will happen in the future, it is also said company are working on a Windos phone line due to concernt over Andoid security.","It will be interesting to see what the company has in store in the future, as it is also said to be working on a Windows phone due to concerns over Android security.","U:DET, R:VERB, M:PRON, R:NOUN, R:OTHER, R:OTHER, R:OTHER, M:PREP, R:OTHER, R:VERB:TENSE, R:SPELL, U:NOUN, R:SPELL, R:SPELL",,,,,,
"Marín is an executiveproducer, director and developer in cinema, TV, cultural projects and TV formats in stations such as TVE, TV3, Antena 3, ZDF, or France Television, producing companies such as Mediapro, Cromosoma, Fundació Digitalent; PtSpeakmatter he also is found y has are VOICI currently manage producer a nd producer in company of La Ballesta at at Autonomous University of Barcelona where he lectures in Audiovisual Production Management; at the same time works as a consultant, and haver been a member of many international cinema festival juries.","Marín is an executive producer, director and developer in cinema, TV, cultural projects and TV formats in stations such as TVE, TV3, Antena 3, ZDF, and France Television, and in producing companies such as Mediapro, Cromosoma, and Fundació Digitalent. He also founded and currently manages the producer company La Ballesta. At the Autonomous University of Barcelona Marín is a lecturer in Design and in Audiovisual Production Management. At the same time he works as a consultant, and has been a member of many international cinema festival juries.","R:ORTH, R:CONJ, M:OTHER, M:CONJ, R:NOUN, R:ORTH, R:VERB, R:OTHER, R:VERB:SVA, R:OTHER, U:PREP, U:PREP, R:SPELL, R:ORTH, R:OTHER, R:OTHER, R:OTHER, R:MORPH, M:OTHER, R:NOUN, R:ORTH, M:PRON, R:OTHER",,,,,,
This is an excellent quality electric shop with unique tech offer a new comfortable close schaving feeling.,This is an excellent quality electric razor with unique tech offers you a new comfortable close shaving feeling.,"R:NOUN, R:VERB:SVA, M:PRON, R:SPELL",,,,,,
What we can do when our “buttons” get pushed and become to reactive.,"what we can do when our “buttons” gets pushed, and we become reactive.","R:ORTH, R:VERB:SVA, R:OTHER, M:PRON, U:VERB:TENSE",,,,,,
"Secondly there may be a sale of receivables only without title to the asset. Thus unless the Lessor Funder takes security over the asset as rule such as by a chattel mortgage it is not entitled to give back or repossess on early termination or to its return at the end of Lease, so on a very real sense it has less security than in the first structure.","Secondly, there may be a sale of receivables only without title to the asset, so unless the Lessor Funder takes security over the asset such as by a chattel mortgage it is not entitled to repossess it on early termination or to its return at the end of Lease, so in a very real sense it has less security than in the first structure.","R:OTHER, R:OTHER, R:ADV, U:OTHER, U:OTHER, M:PRON, R:PREP",,,,,,
Thank all for these wonderful recipes and for giving of your time to research and post!!!,Thank you for all of these wonderful recipes and for giving of your time to research and post!!!,"M:PRON, R:WO, M:PREP",,,,,,
"Whatever our next breakthrough – we had you in your mind, and you will be the first benefit of it.","Whatever our next breakthrough – we had you in mind, and you will be the first to benefit from it.","U:DET, M:VERB:FORM, R:PREP",,,,,,
there once which is a time when crate amps consider looser quote bil cor an the amp your mom buy you when was too cheap to buy you a real with v33.,there once was a time when crate amps were considered to loosely quote billy corgan the amp your mom bought you when she was too cheap to buy you a real with v33.,"R:OTHER, R:VERB, R:MORPH, R:SPELL, R:OTHER, U:DET, R:VERB:TENSE, M:PRON",,,,,,
"We have been in the world of cryptocurrencies from 2016, and since October 2017 we were monitoring the community as a non-subscribed community, however we realised the excellent way how the community work so it must be a pleasure to be part and work to increase and consolidate it.","We have been in the world of cryptocurrencies since 2016, since October 2017 we were monitoring the community without being participants, however we realized the excellent way how the community works so it is a pleasure to be part and work to increase it and consolidate it.","R:PREP, U:CONJ, U:PREP, R:OTHER, R:OTHER, R:OTHER, R:MORPH, R:VERB:SVA, R:VERB:TENSE, M:PRON",,,,,,
Tune in This informative webcast 'learn about how to protect in your database from breaches and other security vulnerabilities'.,Tune in to this informative webcast to learn about how to protect your database from breaches and other security vulnerabilities.,"M:PREP, R:ORTH, M:VERB:FORM, R:OTHER, U:PREP, R:NOUN",,,,,,
Book Genius: Do you remember what they were saying about on T.V.?,Book Genius: Do you remember what they were saying about it on T.V.?,M:PRON,,,,,,
Fans were evacuated - before later emerged the bomb was a dummy that had been left by a security firm during the week.,Fans were evacuated before it later emerged the bomb was a dummy that had been left by a security firm during the week.,"U:PUNCT, M:PRON",,,,,,
The former is described as a developing nation comparing with developed ones.,Turks are buttblasted because they're a developing nation comparing themselves to developed ones.,"R:OTHER, R:VERB:SVA, R:VERB, R:PREP, M:NOUN, M:PRON, R:PREP",,,,,,
